split_item_id,raw_offer_id,flyer_id,parent_company,banner,region,week_start,week_end,source_file,page_number,offer_index_on_page,raw_offer_text,raw_product_text,split_product_text,split_status,split_source,split_confidence,needs_human_grounding,group_offer_text,review_reasons,advertised_price,package_text,package_size_min,package_size_max,package_unit,price_basis,promo_text,promo_type_guess,availability_type_guess,price_role_guess,layout_type
5a86f92608f5,d5ae22e56a08,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,1,6,"USDA Choice Beef Ribeye Steak, Bone-In MEGA PACK $9.99 LB MEMBER PRICE","USDA Choice Beef Ribeye Steak, Bone-In","USDA Choice Beef Ribeye Steak, Bone-In",single_product,not_split,0.8,false,,missing_package_size,9.99,MEGA PACK,,,,per_lb,MEMBER PRICE,member_price,full_week,promo_price,standard_grid_offer
253ebc7c0c82,00342fcb6a02,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,1,7,Red Cherries $1.99 LB MEMBER PRICE,Red Cherries,Red Cherries,single_product,not_split,0.8,false,,missing_package_size,1.99,,,,,per_lb,MEMBER PRICE,member_price,full_week,promo_price,standard_grid_offer
0d5ea8984906,d0c1314e716c,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,1,8,"Waterfront BISTRO Jumbo Raw Shrimp 16-20 ct., 2 lb. bag, Wild Caught, tail-on, previously frozen $5.99 LB MEMBER PRICE","Waterfront BISTRO Jumbo Raw Shrimp 16-20 ct., 2 lb. bag, Wild Caught, tail-on, previously frozen","Waterfront BISTRO Jumbo Raw Shrimp 16-20 ct., 2 lb. bag, Wild Caught, tail-on, previously frozen",single_product,not_split,0.8,false,,,5.99,"16-20 ct., 2 lb. bag",2.0,2.0,lb,per_lb,MEMBER PRICE,member_price,full_week,promo_price,standard_grid_offer
83629314428b,ab53de7105ac,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,1,9,Lucerne Sliced or Chunk Cheese 6-8 oz. $1.89 MEMBER PRICE,Lucerne Sliced or Chunk Cheese,Lucerne Sliced,text_explicit_split,text_explicit,0.85,false,,,1.89,6-8 oz.,6.0,8.0,oz,per_pack,MEMBER PRICE,member_price,full_week,promo_price,standard_grid_offer
18aaf5d3e126,ab53de7105ac,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,1,9,Lucerne Sliced or Chunk Cheese 6-8 oz. $1.89 MEMBER PRICE,Lucerne Sliced or Chunk Cheese,Chunk Cheese,text_explicit_split,text_explicit,0.85,false,,,1.89,6-8 oz.,6.0,8.0,oz,per_pack,MEMBER PRICE,member_price,full_week,promo_price,standard_grid_offer
c3ba097132f1,8cff619cdb94,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,1,10,"Simply Orange Juice, Coffee mate Creamer or Califia Farms Almondmilk, Oatmilk or Creamer 32-52 oz. $2.99 MEMBER PRICE","Simply Orange Juice, Coffee mate Creamer or Califia Farms Almondmilk, Oatmilk or Creamer","Simply Orange Juice, Coffee mate Creamer",text_explicit_split,text_explicit,0.85,false,,,2.99,32-52 oz.,32.0,52.0,oz,per_pack,MEMBER PRICE,member_price,full_week,promo_price,standard_grid_offer
db8985953a86,8cff619cdb94,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,1,10,"Simply Orange Juice, Coffee mate Creamer or Califia Farms Almondmilk, Oatmilk or Creamer 32-52 oz. $2.99 MEMBER PRICE","Simply Orange Juice, Coffee mate Creamer or Califia Farms Almondmilk, Oatmilk or Creamer","Califia Farms Almondmilk, Oatmilk",text_explicit_split,text_explicit,0.85,false,,,2.99,32-52 oz.,32.0,52.0,oz,per_pack,MEMBER PRICE,member_price,full_week,promo_price,standard_grid_offer
53911d7e04bf,8cff619cdb94,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,1,10,"Simply Orange Juice, Coffee mate Creamer or Califia Farms Almondmilk, Oatmilk or Creamer 32-52 oz. $2.99 MEMBER PRICE","Simply Orange Juice, Coffee mate Creamer or Califia Farms Almondmilk, Oatmilk or Creamer",Creamer,text_explicit_split,text_explicit,0.85,false,,,2.99,32-52 oz.,32.0,52.0,oz,per_pack,MEMBER PRICE,member_price,full_week,promo_price,standard_grid_offer
12279d412931,d24634962c77,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,1,11,Challenge Butter or Danish Creamery Butter 15-16 oz. $2.99 MEMBER PRICE,Challenge Butter or Danish Creamery Butter,Challenge Butter,text_explicit_split,text_explicit,0.85,false,,,2.99,15-16 oz.,15.0,16.0,oz,per_pack,MEMBER PRICE,member_price,full_week,promo_price,standard_grid_offer
09e841305c86,d24634962c77,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,1,11,Challenge Butter or Danish Creamery Butter 15-16 oz. $2.99 MEMBER PRICE,Challenge Butter or Danish Creamery Butter,Danish Creamery Butter,text_explicit_split,text_explicit,0.85,false,,,2.99,15-16 oz.,15.0,16.0,oz,per_pack,MEMBER PRICE,member_price,full_week,promo_price,standard_grid_offer
b8927d39d982,ccd7350d6d56,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,1,12,Dreyer's 1.5-1.6 qt. Ice Cream or Outshine Fruit Bars 6-12 ct. $2.99 MEMBER PRICE,Dreyer's Ice Cream or Outshine Fruit Bars,Dreyer's Ice Cream,text_explicit_split,text_explicit,0.85,false,,missing_package_size,2.99,1.5-1.6 qt. or 6-12 ct.,,,,per_pack,MEMBER PRICE,member_price,full_week,promo_price,standard_grid_offer
32abfedd4443,ccd7350d6d56,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,1,12,Dreyer's 1.5-1.6 qt. Ice Cream or Outshine Fruit Bars 6-12 ct. $2.99 MEMBER PRICE,Dreyer's Ice Cream or Outshine Fruit Bars,Outshine Fruit Bars,text_explicit_split,text_explicit,0.85,false,,missing_package_size,2.99,1.5-1.6 qt. or 6-12 ct.,,,,per_pack,MEMBER PRICE,member_price,full_week,promo_price,standard_grid_offer
9a3e5b27aac4,013444560976,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,1,13,Best Foods Mayonnaise 20-30 oz. $3.49 MEMBER PRICE,Best Foods Mayonnaise,Best Foods Mayonnaise,single_product,not_split,0.8,false,,,3.49,20-30 oz.,20.0,30.0,oz,per_pack,MEMBER PRICE,member_price,full_week,promo_price,standard_grid_offer
5e58acf742a7,354af1e070be,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,1,15,Ballpark Buns 8 ct. or Signature SELECT Sandwich Buns 8 ct. $2.99 MEMBER PRICE,Ballpark Buns 8 ct. or Signature SELECT Sandwich Buns 8 ct.,Ballpark Buns 8 ct.,text_explicit_split,text_explicit,0.85,false,,,2.99,8 ct.,8.0,8.0,count,per_pack,MEMBER PRICE,member_price,full_week,promo_price,standard_grid_offer
6ac820c0bb78,354af1e070be,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,1,15,Ballpark Buns 8 ct. or Signature SELECT Sandwich Buns 8 ct. $2.99 MEMBER PRICE,Ballpark Buns 8 ct. or Signature SELECT Sandwich Buns 8 ct.,Signature SELECT Sandwich Buns 8 ct.,text_explicit_split,text_explicit,0.85,false,,,2.99,8 ct.,8.0,8.0,count,per_pack,MEMBER PRICE,member_price,full_week,promo_price,standard_grid_offer
82c0581d2928,05862b9cfb90,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,1,16,"New York Style Sausage Italian Sausage or Rope, Harris Farms Sausage Ropes 16 oz. $4.99 MEMBER PRICE","New York Style Sausage Italian Sausage or Rope, Harris Farms Sausage Ropes",New York Style Sausage Italian Sausage,text_explicit_split,text_explicit,0.85,false,,,4.99,16 oz.,16.0,16.0,oz,per_pack,MEMBER PRICE,member_price,full_week,promo_price,standard_grid_offer
15c436105d35,05862b9cfb90,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,1,16,"New York Style Sausage Italian Sausage or Rope, Harris Farms Sausage Ropes 16 oz. $4.99 MEMBER PRICE","New York Style Sausage Italian Sausage or Rope, Harris Farms Sausage Ropes","Rope, Harris Farms Sausage Ropes",text_explicit_split,text_explicit,0.85,false,,,4.99,16 oz.,16.0,16.0,oz,per_pack,MEMBER PRICE,member_price,full_week,promo_price,standard_grid_offer
f1dc989600a5,768c6874b3c3,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,1,17,Ball Park or National Beef Franks 15 oz. Selected varieties. BUY 1 GET 1 FREE,Ball Park or National Beef Franks 15 oz.,Ball Park,text_explicit_split,text_explicit,0.85,false,,missing_or_unclear_price,,15 oz.,15.0,15.0,oz,bogo,BUY 1 GET 1 FREE,buy_x_get_y,full_week,promo_price,standard_grid_offer
0cc921fa4055,768c6874b3c3,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,1,17,Ball Park or National Beef Franks 15 oz. Selected varieties. BUY 1 GET 1 FREE,Ball Park or National Beef Franks 15 oz.,National Beef Franks 15 oz.,text_explicit_split,text_explicit,0.85,false,,missing_or_unclear_price,,15 oz.,15.0,15.0,oz,bogo,BUY 1 GET 1 FREE,buy_x_get_y,full_week,promo_price,standard_grid_offer
88d5d716a63a,16c04670e1e8,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,2,0,Fresh Baked Apple Pie 9.99 Member Price,Fresh Baked Apple Pie,Fresh Baked Apple Pie,single_product,not_split,0.8,false,,missing_package_size,9.99,,,,,each,Member Price,member_price,full_week,promo_price,standard_grid_offer
3a13b096644e,6a28065ef074,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,2,1,Simply Lemonade or Juice Drink or Gold Peak Tea 52-oz. Selected varieties. 2 for $5 Member Price,Simply Lemonade or Juice Drink or Gold Peak Tea,Simply Lemonade,text_explicit_split,text_explicit,0.85,false,,first_pass_crop_disagreement|crop_verification_override|crop_override_package_product_name,5.0,52-oz. Selected varieties.,52.0,52.0,oz,multi_buy,Member Price,multi_buy,full_week,promo_price,standard_grid_offer
0f90539b02b3,6a28065ef074,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,2,1,Simply Lemonade or Juice Drink or Gold Peak Tea 52-oz. Selected varieties. 2 for $5 Member Price,Simply Lemonade or Juice Drink or Gold Peak Tea,Juice Drink,text_explicit_split,text_explicit,0.85,false,,first_pass_crop_disagreement|crop_verification_override|crop_override_package_product_name,5.0,52-oz. Selected varieties.,52.0,52.0,oz,multi_buy,Member Price,multi_buy,full_week,promo_price,standard_grid_offer
aa3687409a76,6a28065ef074,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,2,1,Simply Lemonade or Juice Drink or Gold Peak Tea 52-oz. Selected varieties. 2 for $5 Member Price,Simply Lemonade or Juice Drink or Gold Peak Tea,Gold Peak Tea,text_explicit_split,text_explicit,0.85,false,,first_pass_crop_disagreement|crop_verification_override|crop_override_package_product_name,5.0,52-oz. Selected varieties.,52.0,52.0,oz,multi_buy,Member Price,multi_buy,full_week,promo_price,standard_grid_offer
97b669e1b9ee,5a61d53b167b,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,2,2,Simply Lemonade or Juice Drink 52-oz. 2 $5 for Member Price,Simply Lemonade or Juice Drink,Simply Lemonade,text_explicit_split,text_explicit,0.85,false,,first_pass_crop_disagreement|crop_verification_override|crop_override_price_package_promo_mechanic_product_name,5.0,52-oz.,52.0,52.0,oz,multi_buy,Member Price,member_price,full_week,promo_price,standard_grid_offer
5607c7b62e87,5a61d53b167b,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,2,2,Simply Lemonade or Juice Drink 52-oz. 2 $5 for Member Price,Simply Lemonade or Juice Drink,Juice Drink,text_explicit_split,text_explicit,0.85,false,,first_pass_crop_disagreement|crop_verification_override|crop_override_price_package_promo_mechanic_product_name,5.0,52-oz.,52.0,52.0,oz,multi_buy,Member Price,member_price,full_week,promo_price,standard_grid_offer
5002c99e2dd5,4dac57e1fe00,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,2,3,Simply Lemonade or Juice Drink 52-oz. 2 $5 for Member Price,Simply Lemonade or Juice Drink,Simply Lemonade,text_explicit_split,text_explicit,0.85,false,,first_pass_crop_disagreement|crop_verification_override|crop_override_price_package_promo_mechanic_product_name,5.0,52-oz.,52.0,52.0,oz,multi_buy,Member Price,member_price,full_week,promo_price,standard_grid_offer
868cb37833f0,4dac57e1fe00,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,2,3,Simply Lemonade or Juice Drink 52-oz. 2 $5 for Member Price,Simply Lemonade or Juice Drink,Juice Drink,text_explicit_split,text_explicit,0.85,false,,first_pass_crop_disagreement|crop_verification_override|crop_override_price_package_promo_mechanic_product_name,5.0,52-oz.,52.0,52.0,oz,multi_buy,Member Price,member_price,full_week,promo_price,standard_grid_offer
c455b2acba57,909fccb1668f,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,2,4,Smartwater 1 liter 2 for $3 Member Price,Smartwater,Smartwater,single_product,not_split,0.8,false,,crop_tile_mismatch,3.0,1 liter,1.0,1.0,liter,multi_buy,Member Price,multi_buy,full_week,promo_price,standard_grid_offer
3e0073a791e7,a8a24ce3baad,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,2,5,BODYARMOR SportWater 16-oz. 88¢,BODYARMOR SportWater,BODYARMOR SportWater,single_product,not_split,0.8,false,,first_pass_crop_disagreement|crop_verification_override|crop_override_price_package_promo_mechanic,0.88,16-oz.,16.0,16.0,oz,each,Member Price,member_price,full_week,promo_price,standard_grid_offer
ee91aa3e455f,700a7190c53d,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,2,6,Heinz Ketchup 20 oz 2.99 Member Price,Heinz Ketchup,Heinz Ketchup,single_product,not_split,0.8,false,,crop_tile_mismatch,2.99,20 oz,20.0,20.0,oz,each,Member Price,member_price,full_week,promo_price,standard_grid_offer
825721e0b0ae,2d6d55b665cc,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,2,7,Bush's Best Baked Beans 16 oz 2 for $5 Member Price Earn 4X Points,Bush's Best Baked Beans,Bush's Best Baked Beans,single_product,not_split,0.8,false,,crop_tile_mismatch,5.0,16 oz,16.0,16.0,oz,multi_buy,"Member Price, Earn 4X Points",multi_buy,full_week,promo_price,points_promo_block
0cf693732779,d80bbfa56f4a,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,2,8,Kingsford Charcoal Briquets 8 lb 13.99 Member Price Earn 4X Points,Kingsford Charcoal Briquets,Kingsford Charcoal Briquets,single_product,not_split,0.8,false,,crop_tile_mismatch,13.99,8 lb,8.0,8.0,lb,each,"Member Price, Earn 4X Points",member_price,full_week,promo_price,points_promo_block
09b512fdfc32,66dd26b49683,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,2,9,USDA Choice Boneless Beef Tri Tip Roast Value Pack 12.99 lb Member Price,USDA Choice Boneless Beef Tri Tip Roast Value Pack,USDA Choice Boneless Beef Tri Tip Roast Value Pack,single_product,not_split,0.8,false,,missing_package_size,12.99,,,,,per_lb,Member Price,member_price,full_week,promo_price,front_page_hero
5f634dd75cb0,976bf9d83d8a,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,2,10,Signature SELECT Pork Country Style Ribs or Blade Steak 3.99 lb Member Price,Signature SELECT Pork Country Style Ribs or Blade Steak,Signature SELECT Pork Country Style Ribs,text_explicit_split,text_explicit,0.85,false,,missing_package_size,3.99,,,,,per_lb,Member Price,member_price,full_week,promo_price,standard_grid_offer
ab5c32eebad3,976bf9d83d8a,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,2,10,Signature SELECT Pork Country Style Ribs or Blade Steak 3.99 lb Member Price,Signature SELECT Pork Country Style Ribs or Blade Steak,Blade Steak,text_explicit_split,text_explicit,0.85,false,,missing_package_size,3.99,,,,,per_lb,Member Price,member_price,full_week,promo_price,standard_grid_offer
91ac42ccba7b,1e079483be88,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,2,11,Marinated Pork Tenderloin 5.99 lb Member Price,Marinated Pork Tenderloin,Marinated Pork Tenderloin,single_product,not_split,0.8,false,,missing_package_size,5.99,,,,,per_lb,Member Price,member_price,full_week,promo_price,standard_grid_offer
616403040a35,8790764b994e,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,2,12,Signature Gourmet Beef Burger Patties Selected varieties 9.99 Member Price,Signature Gourmet Beef Burger Patties Selected varieties,Signature Gourmet Beef Burger Patties Selected varieties,group_not_split,not_split,0.7,true,Signature Gourmet Beef Burger Patties Selected varieties 9.99 Member Price,missing_package_size|broad_group_needs_human_grounding,9.99,,,,,each,Member Price,member_price,full_week,promo_price,standard_grid_offer
08dfadbb1d28,8e18f70ff799,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,2,13,Miami Beef Smashed Burgers 9.99 Member Price,Miami Beef Smashed Burgers,Miami Beef Smashed Burgers,single_product,not_split,0.8,false,,missing_package_size,9.99,,,,,each,Member Price,member_price,full_week,promo_price,standard_grid_offer
6e0f02c97baa,45629b5f09a9,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,2,14,Shirley Steaver Shrimp Scampi or Shrimp Alfredo 5.55 Member Price,Shirley Steaver Shrimp Scampi or Shrimp Alfredo,Shirley Steaver Shrimp Scampi,text_explicit_split,text_explicit,0.85,false,,missing_package_size,5.55,,,,,each,Member Price,member_price,full_week,promo_price,standard_grid_offer
d5a264072b86,45629b5f09a9,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,2,14,Shirley Steaver Shrimp Scampi or Shrimp Alfredo 5.55 Member Price,Shirley Steaver Shrimp Scampi or Shrimp Alfredo,Shrimp Alfredo,text_explicit_split,text_explicit,0.85,false,,missing_package_size,5.55,,,,,each,Member Price,member_price,full_week,promo_price,standard_grid_offer
9f9bb08e185b,41876e19c631,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,2,15,Echo Falls Smoked Salmon 14.99 Member Price,Echo Falls Smoked Salmon,Echo Falls Smoked Salmon,single_product,not_split,0.8,false,,missing_package_size,14.99,,,,,each,Member Price,member_price,full_week,promo_price,standard_grid_offer
5cf17f7cd71d,98776232e57d,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,2,16,Fresh Large BBQ Oysters 12.5 doz Member Price,Fresh Large BBQ Oysters,Fresh Large BBQ Oysters,single_product,not_split,0.8,false,,missing_package_size,12.5,doz,,,doz,per_count,Member Price,member_price,full_week,promo_price,standard_grid_offer
c11d8b6771b0,384847b6f95d,Safeway_2026-07-01_safeway_7-1_-_7-7,Albertsons,Safeway,bay_area,2026-07-01,2026-07-07,safeway 7-1 - 7-7.pdf,2,17,Green Asparagus 4.99 lb Member Price,Green Asparagus,Green Asparagus,single_product,not_split,0.8,false,,missing_package_size,4.99,,,,,per_lb,Member Price,member_price,full_week,promo_price,standard_grid_offer
