split_item_id,raw_offer_id,flyer_id,parent_company,banner,region,week_start,week_end,source_file,page_number,offer_index_on_page,raw_offer_text,raw_product_text,split_product_text,split_status,split_source,split_confidence,needs_human_grounding,group_offer_text,review_reasons,advertised_price,package_text,package_size_min,package_size_max,package_unit,price_basis,promo_text,promo_type_guess,availability_type_guess,price_role_guess,layout_type
b415eed8d470,149f59bc3098,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,1,8,New York Style Sausage Italian Sausage or Haywood Sausage Haywood National Hot Dogs or Polish Sausage 4.99 MEMBER PACK,New York Style Sausage Italian Sausage or Haywood Sausage Haywood National Hot Dogs or Polish Sausage,Haywood Sausage Haywood National Hot Dogs,text_explicit_split,text_explicit,0.85,false,,missing_package_size,4.99,,,,,per_pack,MEMBER PACK,member_price,full_week,promo_price,points_promo_block
aeba1008ed2f,149f59bc3098,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,1,8,New York Style Sausage Italian Sausage or Haywood Sausage Haywood National Hot Dogs or Polish Sausage 4.99 MEMBER PACK,New York Style Sausage Italian Sausage or Haywood Sausage Haywood National Hot Dogs or Polish Sausage,Polish Sausage,text_explicit_split,text_explicit,0.85,false,,missing_package_size,4.99,,,,,per_pack,MEMBER PACK,member_price,full_week,promo_price,points_promo_block
22f363e2431b,ff74f6d51164,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,1,9,"Waterfront Bistro Shrimp 16-20 ct, 16 oz Frozen 6.99 MEMBER PACK",Waterfront Bistro Shrimp,Waterfront Bistro Shrimp,single_product,not_split,0.8,false,,,6.99,"16-20 ct, 16 oz",16.0,20.0,count,per_pack,MEMBER PACK,member_price,full_week,promo_price,points_promo_block
34d95188fe8f,8065c603a496,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,1,10,"Modelo, Corona, Pacifico, Sierra Nevada or Heineken 12 Pack, 12 oz Bottles or Cans 13.88 EA MEMBER PRICE","Modelo, Corona, Pacifico, Sierra Nevada or Heineken 12 Pack, 12 oz Bottles or Cans","Modelo, Corona, Pacifico, Sierra Nevada or Heineken 12 Pack, 12 oz Bottles or Cans",excluded,not_split,0.9,false,"Modelo, Corona, Pacifico, Sierra Nevada or Heineken 12 Pack, 12 oz Bottles or Cans 13.88 EA MEMBER PRICE",excluded_category|excluded_category:excluded_category,13.88,"12 Pack, 12 oz Bottles or Cans",12.0,12.0,count,per_pack,MEMBER PRICE,member_price,full_week,promo_price,front_page_hero
da98b8459292,a5fffa58d1c4,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,1,11,Dave's Killer Bagels or English Muffins or Thomas' Sliced Bread 20-28 oz Selected varieties 4.99 MEMBER PRICE,Dave's Killer Bagels or English Muffins or Thomas' Sliced Bread,Dave's Killer Bagels,text_explicit_split,text_explicit,0.85,false,,,4.99,20-28 oz,20.0,28.0,oz,each,MEMBER PRICE,member_price,full_week,promo_price,front_page_hero
ce2681c33735,a5fffa58d1c4,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,1,11,Dave's Killer Bagels or English Muffins or Thomas' Sliced Bread 20-28 oz Selected varieties 4.99 MEMBER PRICE,Dave's Killer Bagels or English Muffins or Thomas' Sliced Bread,English Muffins,text_explicit_split,text_explicit,0.85,false,,,4.99,20-28 oz,20.0,28.0,oz,each,MEMBER PRICE,member_price,full_week,promo_price,front_page_hero
3d2e5b7781b2,a5fffa58d1c4,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,1,11,Dave's Killer Bagels or English Muffins or Thomas' Sliced Bread 20-28 oz Selected varieties 4.99 MEMBER PRICE,Dave's Killer Bagels or English Muffins or Thomas' Sliced Bread,Thomas' Sliced Bread,text_explicit_split,text_explicit,0.85,false,,,4.99,20-28 oz,20.0,28.0,oz,each,MEMBER PRICE,member_price,full_week,promo_price,front_page_hero
74fdb2022b4d,675ee8dac2e1,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,1,12,Yoplait Yogurt or Protein Yogurt 4-6 oz Selected varieties 39¢ EA MEMBER PRICE,Yoplait Yogurt or Protein Yogurt,Yoplait Yogurt,text_explicit_split,text_explicit,0.85,false,,,0.39,4-6 oz,4.0,6.0,oz,each,MEMBER PRICE,member_price,full_week,promo_price,front_page_hero
10122c6b709f,675ee8dac2e1,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,1,12,Yoplait Yogurt or Protein Yogurt 4-6 oz Selected varieties 39¢ EA MEMBER PRICE,Yoplait Yogurt or Protein Yogurt,Protein Yogurt,text_explicit_split,text_explicit,0.85,false,,,0.39,4-6 oz,4.0,6.0,oz,each,MEMBER PRICE,member_price,full_week,promo_price,front_page_hero
333ac72624c7,6c01bfa4b65b,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,1,13,Signature SELECT Sandwich or Skippy Peanut Butter 15-16.3 oz 99¢ EA MEMBER PRICE,Signature SELECT Sandwich or Skippy Peanut Butter,Signature SELECT Sandwich,text_explicit_split,text_explicit,0.85,false,,,0.99,15-16.3 oz,15.0,16.3,oz,each,MEMBER PRICE,member_price,full_week,promo_price,points_promo_block
7f8739e7df41,6c01bfa4b65b,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,1,13,Signature SELECT Sandwich or Skippy Peanut Butter 15-16.3 oz 99¢ EA MEMBER PRICE,Signature SELECT Sandwich or Skippy Peanut Butter,Skippy Peanut Butter,text_explicit_split,text_explicit,0.85,false,,,0.99,15-16.3 oz,15.0,16.3,oz,each,MEMBER PRICE,member_price,full_week,promo_price,points_promo_block
e3864c6d61d7,3797a4f38c15,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,1,14,"Quaker Chewy Granola Bars 5-8 ct, Cap'n Crunch or Life Cereal 13-18 oz Instant Oatmeal 6-14 ct Selected varieties 1.99 EA MEMBER PRICE","Quaker Chewy Granola Bars 5-8 ct, Cap'n Crunch or Life Cereal 13-18 oz Instant Oatmeal 6-14 ct","Quaker Chewy Granola Bars 5-8 ct, Cap'n Crunch",text_explicit_split,text_explicit,0.85,false,,,1.99,"5-8 ct, 13-18 oz, 6-14 ct",5.0,18.0,count/oz,each,MEMBER PRICE; Earn 4X Points,member_price,full_week,promo_price,coupon_grid_offer
bac5798bb0f8,3797a4f38c15,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,1,14,"Quaker Chewy Granola Bars 5-8 ct, Cap'n Crunch or Life Cereal 13-18 oz Instant Oatmeal 6-14 ct Selected varieties 1.99 EA MEMBER PRICE","Quaker Chewy Granola Bars 5-8 ct, Cap'n Crunch or Life Cereal 13-18 oz Instant Oatmeal 6-14 ct",Life Cereal 13-18 oz Instant Oatmeal 6-14 ct,text_explicit_split,text_explicit,0.85,false,,,1.99,"5-8 ct, 13-18 oz, 6-14 ct",5.0,18.0,count/oz,each,MEMBER PRICE; Earn 4X Points,member_price,full_week,promo_price,coupon_grid_offer
6c7443a78369,df4488694273,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,1,15,"Ruffles, Doritos, SunChips or PopCorners 4.5-8.25 oz Selected varieties 2.49 EA MEMBER PRICE","Ruffles, Doritos, SunChips or PopCorners","Ruffles, Doritos, SunChips",text_explicit_split,text_explicit,0.85,false,,,2.49,4.5-8.25 oz,4.5,8.25,oz,each,MEMBER PRICE; Earn 4X Points,member_price,full_week,promo_price,coupon_grid_offer
21713dd2e260,df4488694273,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,1,15,"Ruffles, Doritos, SunChips or PopCorners 4.5-8.25 oz Selected varieties 2.49 EA MEMBER PRICE","Ruffles, Doritos, SunChips or PopCorners",PopCorners,text_explicit_split,text_explicit,0.85,false,,,2.49,4.5-8.25 oz,4.5,8.25,oz,each,MEMBER PRICE; Earn 4X Points,member_price,full_week,promo_price,coupon_grid_offer
8be858672331,b055b33ce601,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,1,16,Barilla Pasta 12-16 oz Selected varieties 4/$5 MEMBER PRICE,Barilla Pasta,Barilla Pasta,group_not_split,not_split,0.7,true,Barilla Pasta 12-16 oz Selected varieties 4/$5 MEMBER PRICE,broad_group_needs_human_grounding,5.0,12-16 oz,12.0,16.0,oz,multi_buy,MEMBER PRICE,multi_buy,full_week,promo_price,coupon_grid_offer
f3fff7c4c272,91bdef5660cc,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,1,17,"Pepsi 12 Pack, 12 oz cans, 6 Pack, 16.9 oz bottles, Pepsi 100oz bottle, Lipton Tea 64 oz, Pure Leaf Tea 59 oz, Gatorade 8 pack, 20 oz 5.99 EA MEMBER PRICE","Pepsi 12 Pack, 12 oz cans, 6 Pack, 16.9 oz bottles, Pepsi 100oz bottle, Lipton Tea 64 oz, Pure Leaf Tea 59 oz, Gatorade 8 pack, 20 oz","Pepsi 12 Pack, 12 oz cans, 6 Pack, 16.9 oz bottles, Pepsi 100oz bottle, Lipton Tea 64 oz, Pure Leaf Tea 59 oz, Gatorade 8 pack, 20 oz",single_product,not_split,0.8,false,,,5.99,"12 Pack, 12 oz cans, 6 Pack, 16.9 oz bottles, 100 oz bottle, 64 oz, 59 oz, 8 pack, 20 oz",6.0,100.0,count/oz,each,MEMBER PRICE,member_price,full_week,promo_price,coupon_grid_offer
cffc781ddcb4,128dba071178,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,1,18,"Lucerne® Sliced Cheese 6-8 oz, Lucerne® Shredded Cheese 5-8 oz 5.99 EA MEMBER PRICE","Lucerne Sliced Cheese 6-8 oz, Lucerne Shredded Cheese 5-8 oz","Lucerne Sliced Cheese 6-8 oz, Lucerne Shredded Cheese 5-8 oz",single_product,not_split,0.8,false,,,5.99,"6-8 oz, 5-8 oz",5.0,8.0,oz,each,MEMBER PRICE; Earn 4X Points,member_price,full_week,promo_price,points_promo_block
eb98e657d712,314edc6a89a8,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,1,19,"Chips Ahoy! Cookies 7-13 oz, Nabisco Snack Crackers 3.5-9.1 oz, Triscuit Crackers 7-8.5 oz, Kettle Potato Chips 5-8.5 oz 2.99 EA MEMBER PRICE","Chips Ahoy! Cookies 7-13 oz, Nabisco Snack Crackers 3.5-9.1 oz, Triscuit Crackers 7-8.5 oz, Kettle Potato Chips 5-8.5 oz","Chips Ahoy! Cookies 7-13 oz, Nabisco Snack Crackers 3.5-9.1 oz, Triscuit Crackers 7-8.5 oz, Kettle Potato Chips 5-8.5 oz",group_not_split,not_split,0.7,true,"Chips Ahoy! Cookies 7-13 oz, Nabisco Snack Crackers 3.5-9.1 oz, Triscuit Crackers 7-8.5 oz, Kettle Potato Chips 5-8.5 oz 2.99 EA MEMBER PRICE",broad_group_needs_human_grounding,2.99,"7-13 oz, 3.5-9.1 oz, 7-8.5 oz, 5-8.5 oz",3.5,13.0,oz,each,MEMBER PRICE; Earn 4X Points,member_price,full_week,promo_price,points_promo_block
be598ec00bd8,31b53dd4a13a,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,2,0,Honeycrisp Apples 2.99 lb Member Price,Honeycrisp Apples,Honeycrisp Apples,single_product,not_split,0.8,false,,,2.99,,,,,per_lb,Member Price; Earn 4X Points,member_price,full_week,promo_price,points_promo_block
38c99b25bdc1,2e90d79106fe,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,2,1,Boar's Head Thick Cut Bacon 8.99 Member Price,Boar's Head Thick Cut Bacon,Boar's Head Thick Cut Bacon,single_product,not_split,0.8,false,,missing_package_size,8.99,,,,,per_pack,Member Price; Earn 4X Points,member_price,full_week,promo_price,points_promo_block
674cea141c94,c9228b52cac5,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,2,2,Fage Greek Yogurt 4.5 oz 10/$5 Member Price,Fage Greek Yogurt,Fage Greek Yogurt,single_product,not_split,0.8,false,,,0.5,4.5 oz,4.5,4.5,oz,multi_buy,10/$5 Member Price; Earn 4X Points,multi_buy,full_week,promo_price,points_promo_block
2fb1d7c434ca,208fd1699e60,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,2,3,Halo Top Ice Cream 2.57 Member Price,Halo Top Ice Cream,Halo Top Ice Cream,single_product,not_split,0.8,false,,missing_package_size,2.57,,,,,per_pack,Member Price; Earn 4X Points,member_price,full_week,promo_price,points_promo_block
1349fa4e27e8,55846392e671,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,2,4,Red Bull 4 pk 9.99 Member Price,Red Bull,Red Bull,single_product,not_split,0.8,false,,,9.99,4 pk,4.0,4.0,pk,per_pack,Member Price; Earn 4X Points,member_price,full_week,promo_price,points_promo_block
652642653f93,4bf51603df77,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,2,5,Lay's Potato Chips or Kettle Cooked Chips BUY 1 GET 1 FREE Member Price,Lay's Potato Chips or Kettle Cooked Chips,Lay's Potato Chips,text_explicit_split,text_explicit,0.85,false,,missing_or_unclear_price|missing_package_size,,,,,,bogo,BUY 1 GET 1 FREE Member Price; Earn 4X Points,buy_x_get_y,full_week,promo_price,points_promo_block
08bd2e51197d,4bf51603df77,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,2,5,Lay's Potato Chips or Kettle Cooked Chips BUY 1 GET 1 FREE Member Price,Lay's Potato Chips or Kettle Cooked Chips,Kettle Cooked Chips,text_explicit_split,text_explicit,0.85,false,,missing_or_unclear_price|missing_package_size,,,,,,bogo,BUY 1 GET 1 FREE Member Price; Earn 4X Points,buy_x_get_y,full_week,promo_price,points_promo_block
33514ccc6178,0d3ed275df68,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,2,6,McCormick Black Pepper or Lawry's Garlic Powder 3.99 Member Price,McCormick Black Pepper or Lawry's Garlic Powder,McCormick Black Pepper,text_explicit_split,text_explicit,0.85,false,,missing_package_size,3.99,,,,,per_pack,Member Price; Earn 4X Points,member_price,full_week,promo_price,points_promo_block
2c35974ca3b7,0d3ed275df68,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,2,6,McCormick Black Pepper or Lawry's Garlic Powder 3.99 Member Price,McCormick Black Pepper or Lawry's Garlic Powder,Lawry's Garlic Powder,text_explicit_split,text_explicit,0.85,false,,missing_package_size,3.99,,,,,per_pack,Member Price; Earn 4X Points,member_price,full_week,promo_price,points_promo_block
a773e9dec349,d6e7149e9073,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,2,7,Kingsford Charcoal 15.99 Member Price,Kingsford Charcoal,Kingsford Charcoal,single_product,not_split,0.8,false,,missing_package_size,15.99,,,,,per_pack,Member Price; Earn 4X Points,member_price,full_week,promo_price,points_promo_block
de70ff8d753f,92d6ca03e160,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,2,8,USDA Choice Boneless Beef Tri Tip Steak 9.99 lb Member Price,USDA Choice Boneless Beef Tri Tip Steak,USDA Choice Boneless Beef Tri Tip Steak,single_product,not_split,0.8,false,,,9.99,,,,,per_lb,Member Price,member_price,full_week,promo_price,front_page_hero
9a8a2af15700,f991b64739e6,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,2,9,Foster Farms Fresh & Natural Chicken Leg Quarters 10 lb bag 0.99 lb Member Price,Foster Farms Fresh & Natural Chicken Leg Quarters,Foster Farms Fresh & Natural Chicken Leg Quarters,single_product,not_split,0.8,false,,,0.99,10 lb bag,10.0,10.0,lb,per_lb,Member Price,member_price,full_week,promo_price,front_page_hero
5964e964dd99,f486489230d0,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,2,10,Signature SELECT Bone-In Pork Loin Chops 3.99 lb Member Price,Signature SELECT Bone-In Pork Loin Chops,Signature SELECT Bone-In Pork Loin Chops,single_product,not_split,0.8,false,,,3.99,,,,,per_lb,Member Price,member_price,full_week,promo_price,standard_grid_offer
57528c121a8a,9a793163a671,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,2,11,Hatfield Marinated Pork 8.99 Member Price,Hatfield Marinated Pork,Hatfield Marinated Pork,single_product,not_split,0.8,false,,missing_package_size,8.99,,,,,per_pack,Member Price,member_price,full_week,promo_price,standard_grid_offer
99d26e31bcc6,eee3dc503171,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,2,12,Jennie-O Ground Chicken 7.99 Member Price,Jennie-O Ground Chicken,Jennie-O Ground Chicken,single_product,not_split,0.8,false,,missing_package_size,7.99,,,,,per_pack,Member Price,member_price,full_week,promo_price,standard_grid_offer
86719c483bab,3450e1369c34,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,2,13,Green Onion Sausage or Crab Classic 2/$5 Member Price,Green Onion Sausage or Crab Classic,Green Onion Sausage,text_explicit_split,text_explicit,0.85,false,,missing_package_size,2.5,,,,,multi_buy,2/$5 Member Price,multi_buy,full_week,promo_price,standard_grid_offer
937c52a2364c,3450e1369c34,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,2,13,Green Onion Sausage or Crab Classic 2/$5 Member Price,Green Onion Sausage or Crab Classic,Crab Classic,text_explicit_split,text_explicit,0.85,false,,missing_package_size,2.5,,,,,multi_buy,2/$5 Member Price,multi_buy,full_week,promo_price,standard_grid_offer
f97550e0b0d5,b5d8f6aaa2a7,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,2,14,Fresh Sockeye Salmon Fillets 16.99 lb Member Price,Fresh Sockeye Salmon Fillets,Fresh Sockeye Salmon Fillets,single_product,not_split,0.8,false,,,16.99,,,,,per_lb,Member Price,member_price,full_week,promo_price,standard_grid_offer
fd5b19ce73f6,69e2c89c9b27,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,2,15,Fresh Large BBQ Oysters 12/$12 Member Price,Fresh Large BBQ Oysters,Fresh Large BBQ Oysters,single_product,not_split,0.8,false,,,1.0,12/$12,12.0,12.0,count,multi_buy,12/$12 Member Price,multi_buy,full_week,promo_price,standard_grid_offer
470c5d5b2609,7e93c62d9aa7,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,2,16,Green or Red Seedless Grapes 4.99 lb Member Price Every Day,Green or Red Seedless Grapes,Green,text_explicit_split,text_explicit,0.85,false,,,4.99,,,,,per_lb,Member Price Every Day,member_price,full_week,baseline_candidate,standard_grid_offer
a2ae03390873,7e93c62d9aa7,Safeway_2026-06-17_safeway_6-17_-_6-23,Albertsons,Safeway,bay_area,2026-06-17,2026-06-23,safeway 6-17 - 6-23.pdf,2,16,Green or Red Seedless Grapes 4.99 lb Member Price Every Day,Green or Red Seedless Grapes,Red Seedless Grapes,text_explicit_split,text_explicit,0.85,false,,,4.99,,,,,per_lb,Member Price Every Day,member_price,full_week,baseline_candidate,standard_grid_offer
