canonical_id,display_name,search_query,content_theme,candidate_rank,product_name,price,pid,upc,size
butter_16oz,Butter,Lucerne butter 16 oz 16 oz sticks / quarters; normalize to 16 oz,price_tracker_baseline,3,Lucerne Unsalted Butter Quarters 2 Pack 2 Pound - 2 LB,7.99,971134898,0002113034514,POUND
butter_16oz,Butter,Lucerne butter 16 oz 16 oz sticks / quarters; normalize to 16 oz,price_tracker_baseline,4,Lucerne Butter Sweet Cream Quarters 2 Pack 2 Pound - 2 LB,7.99,970960637,0002113034513,POUND
butter_16oz,Butter,Lucerne butter 16 oz 16 oz sticks / quarters; normalize to 16 oz,price_tracker_baseline,5,Lucerne Butter - 8 OZ,2.99,970094000,0002113008284,OUNCE
cheetos_party_size,Cheetos Party Size,Cheetos Party Size 15 oz bags,price_tracker_baseline,1,CHEETOS Snacks Cheese Flavored Crunchy Party Size - 15 Oz,5.99,960543041,0002840031409,OUNCE
cheetos_party_size,Cheetos Party Size,Cheetos Party Size 15 oz bags,price_tracker_baseline,2,CHEETOS Snacks Cheese Flavored Crunchy Flamin Hot Party Size - 15 Oz,5.99,960543040,0002840031407,OUNCE
cheetos_party_size,Cheetos Party Size,Cheetos Party Size 15 oz bags,price_tracker_baseline,3,CHEETOS Snacks Cheese Flavored Puffs Party Size - 13.5 Oz,5.99,960543039,0002840031404,OUNCE
cheetos_party_size,Cheetos Party Size,Cheetos Party Size 15 oz bags,price_tracker_baseline,4,Frito Lay Variety Pack Classic Mix - 42 Count,21.99,970123424,0002840069435,COUNT
cheetos_party_size,Cheetos Party Size,Cheetos Party Size 15 oz bags,price_tracker_baseline,5,Signature SELECT/FARMS Russet Potatoes In Bag - 5 Lb,3.99,184500035,0002113053056,LB
cheez_it_crackers,Cheez-It crackers,Cheez-It Original 6.5-12.4 oz boxes/bags,price_tracker_baseline,1,Cheez-It Original Snack Mix Family Size - 17.8 Oz,6.99,971203262,0002410012516,OUNCE
cheez_it_crackers,Cheez-It crackers,Cheez-It Original 6.5-12.4 oz boxes/bags,price_tracker_baseline,2,Cheez-It DUOZ Baked Snack Crackers Sharp Cheddar and Parmesan Lunch Snacks - 12.4 Oz,4.49,960083085,0002410078895,OUNCE
cheez_it_crackers,Cheez-It crackers,Cheez-It Original 6.5-12.4 oz boxes/bags,price_tracker_baseline,3,Cheez-It Snack Mix Classic Lunch Snacks - 10.5 Oz,4.49,960040880,0002410051445,OUNCE
cheez_it_crackers,Cheez-It crackers,Cheez-It Original 6.5-12.4 oz boxes/bags,price_tracker_baseline,4,Cheez-It DUOZ Baked Snack Crackers Bacon and Cheddar Lunch Snacks - 12.4 Oz,4.49,960266771,0002410011062,OUNCE
cheez_it_crackers,Cheez-It crackers,Cheez-It Original 6.5-12.4 oz boxes/bags,price_tracker_baseline,5,Kellogg's Cheez It Loaded Nacho 9oz - 9 OZ,4.49,971377191,0002410012764,OUNCE
cherries_per_lb,Cherries,red cherries,price_tracker_baseline,1,Red Cherries - 1.75 Lb,10.48,184140091,0048414009101,LB
cherries_per_lb,Cherries,red cherries,price_tracker_baseline,2,Rainier Cherries Prepacked Bag - 2 Lb,17.98,960234531,0048414015901,LB
cherries_per_lb,Cherries,red cherries,price_tracker_baseline,3,Signature SELECT Cherries Dark Unsweetened - 12 Oz,3.49,960312804,0002113009949,OUNCE
cherries_per_lb,Cherries,red cherries,price_tracker_baseline,4,Cherries Red - 2.25 LB,5.99,971191667,0004500999857,LB
cherries_per_lb,Cherries,red cherries,price_tracker_baseline,5,Signature SELECT Cherries Maraschino with Stems - 10 Oz,3.49,960123348,0002113000899,OUNCE
chicken_breast_per_lb,Chicken breast,boneless skinless chicken breast,price_tracker_baseline,1,Boneless Skinless Chicken Breast Value Pack - 3.5 Lb,10.47,971290124,0020059200000,LB
chicken_breast_per_lb,Chicken breast,boneless skinless chicken breast,price_tracker_baseline,2,Signature Select Chicken Breast Boneless Skinless With Rib Meat - 3.5 Lb,10.47,971285562,0020786500000,LB
chicken_breast_per_lb,Chicken breast,boneless skinless chicken breast,price_tracker_baseline,3,Service Case Boneless Skinless Chicken Breasts - 1.75 lb,5.23,970777968,0028171800000,LB
chicken_breast_per_lb,Chicken breast,boneless skinless chicken breast,price_tracker_baseline,4,Foster Farms Free Range Boneless Skinless Chicken Breast Fillets - 1.5 Lb,13.49,960259890,0020060100000,LB
chicken_breast_per_lb,Chicken breast,boneless skinless chicken breast,price_tracker_baseline,5,Foster Farms Free Range Thin Sliced Boneless Skinless Chicken Breast Fillets - Lb,14.99,960259891,0020078500000,LB
chicken_thigh_per_lb,Chicken thighs,boneless skinless chicken thighs,price_tracker_baseline,1,Signature Select Chicken Thigh Boneless Skinless Value Pack - 3 lb,8.97,960139991,0020786700000,LB
chicken_thigh_per_lb,Chicken thighs,boneless skinless chicken thighs,price_tracker_baseline,2,Open Nature Boneless Skinless All Natural Chicken Thighs - 1 Lb,8.99,970020999,0020523400000,LB
chicken_thigh_per_lb,Chicken thighs,boneless skinless chicken thighs,price_tracker_baseline,3,O Organics Boneless Skinless Chicken Thighs - 1.5 Lb,16.49,188300172,0020523500000,LB
chicken_thigh_per_lb,Chicken thighs,boneless skinless chicken thighs,price_tracker_baseline,4,Chicken Thighs Boneless Skinless Hand Trimmed - 2 Lb,13.98,960286857,0027669700000,LB
chicken_thigh_per_lb,Chicken thighs,boneless skinless chicken thighs,price_tracker_baseline,5,Boneless Skinless Chicken Thighs MMD - 1.50 Lb,8.99,960262878,0020963100000,LB
chips_ahoy,Chips Ahoy cookies,Chips Ahoy Original 9.5-13 oz packages,price_tracker_baseline,1,Chips Ahoy! Original Chocolate Chip Cookies - 13 Oz,4.99,960071578,0004400003219,OUNCE
chips_ahoy,Chips Ahoy cookies,Chips Ahoy Original 9.5-13 oz packages,price_tracker_baseline,2,"CHIPS AHOY! Crunchy Red, White & Blue Chocolate Chip Cookies - 9.5 Oz",6.49,971364495,0004400008738,OUNCE
chips_ahoy,Chips Ahoy cookies,Chips Ahoy Original 9.5-13 oz packages,price_tracker_baseline,3,CHIPS AHOY! Original Crunchy Gluten Free Chocolate Chip Cookies - 9.31 Oz,6.49,970762195,0004400007765,OUNCE
chips_ahoy,Chips Ahoy cookies,Chips Ahoy Original 9.5-13 oz packages,price_tracker_baseline,4,CHIPS AHOY! Original Chocolate Chip Cookies - 18.2 Oz,6.49,960083568,0004400003338,OUNCE
chips_ahoy,Chips Ahoy cookies,Chips Ahoy Original 9.5-13 oz packages,price_tracker_baseline,5,CHIPS AHOY! Original Chocolate Chip Cookies Party Size - 25.3 Oz,8.49,960309574,0004400005481,OUNCE
clif_bars,Clif bars,Clif bars,price_tracker_baseline,1,GoMacro Oatmeal Chocolate Chip - 2.3 Oz,4.0,970078975,0085355500654,OUNCE
clif_bars,Clif bars,Clif bars,price_tracker_baseline,2,CLIF BAR Chocolate Chip Energy Protein Bars - 5 Count,8.99,970839033,0072225206874,OUNCE
clif_bars,Clif bars,Clif bars,price_tracker_baseline,3,CLIF BAR Chocolate Chip Energy Protein Bars - 15 Count,18.99,970839035,0072225206848,OUNCE
clif_bars,Clif bars,Clif bars,price_tracker_baseline,4,CLIF BAR Crunchy Peanut Butter Energy Protein Bars - 10 Count,15.99,970839034,0072225206869,OUNCE
clif_bars,Clif bars,Clif bars,price_tracker_baseline,5,CLIF BAR White Chocolate Macadamia Nut Energy Protein Bars - 10 Count,15.99,970839038,0072225206878,OUNCE
dr_pepper_12packs,Dr Pepper,Dr Pepper 12-pack,price_tracker_baseline,1,Dr Pepper Soda Fridge Pack - 12-12 Fl. Oz.,11.99,108051305,0007800008216,FL.OZ
dr_pepper_12packs,Dr Pepper,Dr Pepper 12-pack,price_tracker_baseline,2,Dr Pepper Diet Soda Fridge Pack - 12-12 Oz,11.99,108051306,0007800008316,FL.OZ
dr_pepper_12packs,Dr Pepper,Dr Pepper 12-pack,price_tracker_baseline,3,Dr Pepper Soda Pack In Cans - 24-12 Fl. Oz.,16.99,108050377,0007800008210,FL.OZ
dr_pepper_12packs,Dr Pepper,Dr Pepper 12-pack,price_tracker_baseline,4,Dr Pepper Zero Sugar Soda  - 12-12 Fl. Oz.,11.99,970064755,0007800003526,FL.OZ
dr_pepper_12packs,Dr Pepper,Dr Pepper 12-pack,price_tracker_baseline,5,Dr Pepper Cherry Soda  - 12-12 Fl. Oz.,11.99,960022623,0007800009816,FL.OZ
dreyers_novelties,Dreyer's novelties,Dreyer's bars,price_tracker_baseline,1,Bomb Pop Original Ice Pop - 12 Count,2.5,960100621,0007064000663,FL.OZ
dreyers_novelties,Dreyer's novelties,Dreyer's bars,price_tracker_baseline,2,Dreyers Edys Ice Cream Grand Chocolate Chip - 1.5 Quart,3.99,142010888,0004154801485,QUART
dreyers_novelties,Dreyer's novelties,Dreyer's bars,price_tracker_baseline,3,Dreyers Edys Ice Cream Grand Coffee - 1.5 Quart,3.99,142010390,0004154801685,QUART
dreyers_novelties,Dreyer's novelties,Dreyer's bars,price_tracker_baseline,4,Nestle Drumstick Crunch Dipped Vanilla Caramel And Vanilla Fudge Cones - 8 Count,8.49,960080315,0007255487026,FL.OZ
dreyers_novelties,Dreyer's novelties,Dreyer's bars,price_tracker_baseline,5,Nestle Drumstick Chocolate Vanilla Caramel Cones Variety Pack - 8 Count,8.49,142200421,0007255400153,FL.OZ
dreyers_tubs,Dreyer's ice cream,Dreyer's ice cream,price_tracker_baseline,1,Breyers Classics Natural Vanilla Ice Cream - 48 Oz,5.99,142100392,0007756725423,QUART
dreyers_tubs,Dreyer's ice cream,Dreyer's ice cream,price_tracker_baseline,2,Breyers Original Vanilla Chocolate Strawberry Ice Cream - 48 Oz,5.99,142100394,0007756725426,QUART
dreyers_tubs,Dreyer's ice cream,Dreyer's ice cream,price_tracker_baseline,3,Breyers Ic Crm Salted Caramel Truffle    1.5 Qt - 1.5 QT,5.99,971322656,0084047340025,QUART
dreyers_tubs,Dreyer's ice cream,Dreyer's ice cream,price_tracker_baseline,4,Edy's And Dreyer's The Original Rocky Road Ice Cream - 1.5 Quart,3.99,142010902,0004154802685,QUART
dreyers_tubs,Dreyer's ice cream,Dreyer's ice cream,price_tracker_baseline,5,Edy's And Dreyer's Grand Vanilla Bean Ice Cream - 1.5 Quart,3.99,142010893,0004154800385,QUART
fage_cups,Fage Greek yogurt cups,Fage cup 5.3 oz cups,price_tracker_baseline,1,Fage Total 2% Yogurt Greek Lowfat Strained with Strawberry - 5.3 Oz,2.0,960026370,0068954408146,OUNCE
fage_cups,Fage Greek yogurt cups,Fage cup 5.3 oz cups,price_tracker_baseline,2,Fage Grk Strained Ygrt W/Blubry Total 2% - 5.3 Oz,2.0,960312692,0068954408166,OUNCE
fage_cups,Fage Greek yogurt cups,Fage cup 5.3 oz cups,price_tracker_baseline,3,FAGE Total 5% Milkfat Plain Greek Yogurt - 5.3 Oz,2.0,960157515,0068954408060,OUNCE
fage_cups,Fage Greek yogurt cups,Fage cup 5.3 oz cups,price_tracker_baseline,4,FAGE Total 0% Milkfat Plain Greek Yogurt - 5.3 Oz,2.0,960028015,0068954408000,OUNCE
fage_cups,Fage Greek yogurt cups,Fage cup 5.3 oz cups,price_tracker_baseline,5,FAGE Total 2% Milkfat Plain Greek Yogurt - 5.3 Oz,2.0,960028016,0068954408020,OUNCE
general_mills_cereal_family_size,General Mills cereal,family size Cheerios 15-18 oz,price_tracker_baseline,1,Cheerios Whole Grain Oats Cereal Family Size - 18 Oz,6.99,970098256,0001600017003,OUNCE
general_mills_cereal_family_size,General Mills cereal,family size Cheerios 15-18 oz,price_tracker_baseline,2,Cheerios Protein Cinnamon Family Size Breakfast Cereal - 15 Oz,6.99,971098672,0001600022637,OUNCE
general_mills_cereal_family_size,General Mills cereal,family size Cheerios 15-18 oz,price_tracker_baseline,3,Chex Cereal Rice Gluten Free Oven Toasted Family Size - 18 Oz,6.99,960144080,0001600017102,OUNCE
general_mills_cereal_family_size,General Mills cereal,family size Cheerios 15-18 oz,price_tracker_baseline,4,Post Fruity Pebbles Cereal Large Size - 15 Oz,6.29,960029462,0088491212974,OUNCE
general_mills_cereal_family_size,General Mills cereal,family size Cheerios 15-18 oz,price_tracker_baseline,5,Post Honey Bunches of Oats Honey Roasted Cereal Large Size - 15Oz,6.29,971305520,0088491244386,OUNCE
goldfish_bags,Goldfish,Goldfish crackers 6-8 oz bags,price_tracker_baseline,1,Goldfish Original Baked Snack Crackers - 6.6 Oz,2.99,102020089,0001410008550,OUNCE
goldfish_bags,Goldfish,Goldfish crackers 6-8 oz bags,price_tracker_baseline,2,Goldfish Cheddar Baked Snack Crackers - 6.6 Oz,2.99,102020409,0001410008547,OUNCE
goldfish_bags,Goldfish,Goldfish crackers 6-8 oz bags,price_tracker_baseline,3,Goldfish Colors Cheddar Baked Snack Crackers - 6.6 Oz,2.99,102020548,0001410008539,OUNCE
goldfish_bags,Goldfish,Goldfish crackers 6-8 oz bags,price_tracker_baseline,4,Goldfish Family Faves Crackers Variety Pack - 20 Count,8.99,970031416,0001410005219,COUNT
goldfish_bags,Goldfish,Goldfish crackers 6-8 oz bags,price_tracker_baseline,5,ReadyMeals Fruit Cheese & Goldfish Crackers - Each,4.99,970118128,0024551000000,EACH
haagen_dazs_bars_novelties,Häagen-Dazs bars / novelties,Häagen-Dazs bars,price_tracker_baseline,1,Haagen-Dazs Ice Cream Bars Coffee Almond Crunch Snack Size - 6-1.85 Oz,7.49,960020584,0007457065148,FL.OZ
haagen_dazs_bars_novelties,Häagen-Dazs bars / novelties,Häagen-Dazs bars,price_tracker_baseline,2,Haagen Dark Chocolate Cherry Bar - 9 FZ,5.99,971322650,0007457011198,FL.OZ
haagen_dazs_bars_novelties,Häagen-Dazs bars / novelties,Häagen-Dazs bars,price_tracker_baseline,3,Haagen-Dazs Dark Chocolate Ice Cream Snack Bars Ice Cream - 3 Count,5.99,142200067,0007457002310,FL.OZ
haagen_dazs_bars_novelties,Häagen-Dazs bars / novelties,Häagen-Dazs bars,price_tracker_baseline,4,Haagen-Dazs Ice Cream Bars Coffee Toffee Almond Crunch Ice Cream - 3-3 Fl. Oz.,5.99,960161599,0007457042854,FL.OZ
haagen_dazs_bars_novelties,Häagen-Dazs bars / novelties,Häagen-Dazs bars,price_tracker_baseline,5,Haagen-Dazs Vanilla Milk Chocolate Almond Ice Cream Snack Bars Ice Cream - 3 Count,5.99,142200243,0007457003310,FL.OZ
keebler_sandwich_crackers,Keebler sandwich crackers,Keebler sandwich crackers 8-pack boxes,price_tracker_baseline,1,Keebler Sandwich Crackers Club and Cheddar Single Serve Snack Crackers 8 Count - 11 Oz,4.49,102020687,0003010047241,COUNT
keebler_sandwich_crackers,Keebler sandwich crackers,Keebler sandwich crackers 8-pack boxes,price_tracker_baseline,2,Keebler Sandwich Crackers Cheese and Peanut Butter Single Serve Snack Crackers 8 Count - 11 Oz,4.49,102020688,0003010047324,COUNT
keebler_sandwich_crackers,Keebler sandwich crackers,Keebler sandwich crackers 8-pack boxes,price_tracker_baseline,3,Keebler Sandwich Crackers Toast and Peanut Butter Single Serve Snack Crackers 8 Count - 11 Oz,4.49,102020689,0003010047357,COUNT
keebler_sandwich_crackers,Keebler sandwich crackers,Keebler sandwich crackers 8-pack boxes,price_tracker_baseline,4,Keebler Sandwich Crackers Cheese and Cheddar Single Serve Snack Crackers 8 Count - 11 Oz,4.49,960110305,0003010048718,COUNT
keebler_sandwich_crackers,Keebler sandwich crackers,Keebler sandwich crackers 8-pack boxes,price_tracker_baseline,5,RITZ Peanut Butter Sandwich Crackers Snack Packs - 8-1.38 Oz,4.49,960041478,0004400088210,COUNT
kings_hawaiian_rolls,King's Hawaiian rolls,King's Hawaiian Original rolls 12 ct / 12 oz,price_tracker_baseline,1,King's Hawaiian Original Sweet Rolls - 12 Oz,3.99,196010254,0007343500004,OUNCE
kings_hawaiian_rolls,King's Hawaiian rolls,King's Hawaiian Original rolls 12 ct / 12 oz,price_tracker_baseline,2,King's Hawaiian Original Sweet Mini Sub Rolls - 12 Oz,5.99,960071662,0007343500304,OUNCE
kings_hawaiian_rolls,King's Hawaiian rolls,King's Hawaiian Original rolls 12 ct / 12 oz,price_tracker_baseline,3,King's Hawaiian Original Sweet Rolls - 24 Oz,8.49,960055723,0007343500230,OUNCE
kings_hawaiian_rolls,King's Hawaiian rolls,King's Hawaiian Original rolls 12 ct / 12 oz,price_tracker_baseline,4,King's Hawaiian Original Sweet Rolls 24 Count - 24 Oz,8.49,960315167,0007343500233,OUNCE
lacroix_8pack,LaCroix sparkling water,LaCroix 8-pack,price_tracker_baseline,1,LaCroix Pure Sparkling Water - 8-12 Fl. Oz.,3.33,970309092,0001299322133,FL.OZ
lacroix_8pack,LaCroix sparkling water,LaCroix 8-pack,price_tracker_baseline,2,LaCroix Lemon Sparkling Water - 8-12 Fl. Oz.,3.33,970066009,0001299322130,FL.OZ
lacroix_8pack,LaCroix sparkling water,LaCroix 8-pack,price_tracker_baseline,3,Lacroix Strawberry Peach Sparkling Water - 8-12 Fl. Oz.,3.33,971082320,0001299322118,FL.OZ
lacroix_8pack,LaCroix sparkling water,LaCroix 8-pack,price_tracker_baseline,4,LaCroix Razz-Cranberry Sparkling Water - 8-12 Fl. Oz.,3.33,960131232,0001299322132,FL.OZ
lacroix_8pack,LaCroix sparkling water,LaCroix 8-pack,price_tracker_baseline,5,LaCroix Pamplemousse Grapefruit Sparkling Water - 8-12 Fl. Oz.,3.33,960072617,0001299322120,FL.OZ
lays_kettle_cooked,Lay's Kettle Cooked chips,Lay's Kettle Cooked Original 7.75 oz bags,price_tracker_baseline,1,Lays Potato Chips Kettle Cooked Original - 8 Oz,4.29,960124191,0002840037219,OUNCE
lays_kettle_cooked,Lay's Kettle Cooked chips,Lay's Kettle Cooked Original 7.75 oz bags,price_tracker_baseline,2,Lays Potato Chips Wavy Original Bag - 7.75 Oz,4.29,960312468,0002840004380,OUNCE
lays_kettle_cooked,Lay's Kettle Cooked chips,Lay's Kettle Cooked Original 7.75 oz bags,price_tracker_baseline,3,Lays Potato Chips Classic - 8 Oz,4.29,960123883,0002840019914,OUNCE
lays_kettle_cooked,Lay's Kettle Cooked chips,Lay's Kettle Cooked Original 7.75 oz bags,price_tracker_baseline,4,Lays Potato Chips Barbecue - 7.75 Oz,4.29,960123885,0002840019961,OUNCE
lays_kettle_cooked,Lay's Kettle Cooked chips,Lay's Kettle Cooked Original 7.75 oz bags,price_tracker_baseline,5,Lays Potato Chips Sour Cream & Onion - 7.75 Oz,4.29,960123886,0002840019963,OUNCE
lays_potato_chips_regular,Lay's potato chips,Lay's Classic 5-13 oz,price_tracker_baseline,1,Lays Potato Chips Classic - 8 Oz,4.29,960123883,0002840019914,OUNCE
lays_potato_chips_regular,Lay's potato chips,Lay's Classic 5-13 oz,price_tracker_baseline,2,Lays Potato Chips Wavy Original Party Size - 13 Oz,5.99,960541415,0002840031046,OUNCE
lays_potato_chips_regular,Lay's potato chips,Lay's Classic 5-13 oz,price_tracker_baseline,3,Lays Potato Chips Barbecue - 7.75 Oz,4.29,960123885,0002840019961,OUNCE
lays_potato_chips_regular,Lay's potato chips,Lay's Classic 5-13 oz,price_tracker_baseline,4,Lays Potato Chips Wavy Original Bag - 7.75 Oz,4.29,960312468,0002840004380,OUNCE
lays_potato_chips_regular,Lay's potato chips,Lay's Classic 5-13 oz,price_tracker_baseline,5,Frito Lay Snacks Flamin Hot Mix Variety - 17.375 Oz,11.99,970125594,0002840067960,COUNT
lucerne_cream_cheese,Lucerne cream cheese,Lucerne cream cheese 8 oz,price_tracker_baseline,1,Lucerne Cream Cheese - 8 Oz,3.49,137100658,0002113004380,OUNCE
lucerne_cream_cheese,Lucerne cream cheese,Lucerne cream cheese 8 oz,price_tracker_baseline,2,Lucerne Cream Cheese Spread Whipped - 8 Oz,2.99,137100755,0002113004354,OUNCE
lucerne_cream_cheese,Lucerne cream cheese,Lucerne cream cheese 8 oz,price_tracker_baseline,3,Lucerne Cheese Cream Soft - 8 Oz,2.99,137100647,0002113004379,OUNCE
lucerne_cream_cheese,Lucerne cream cheese,Lucerne cream cheese 8 oz,price_tracker_baseline,4,Lucerne Cream Cheese Family Size - 16 Oz,4.99,970122138,0002113017482,OUNCE
lucerne_cream_cheese,Lucerne cream cheese,Lucerne cream cheese 8 oz,price_tracker_baseline,5,Lucerne Cream Cheese Spread with Chive & Onion - 8 Oz,2.99,137100672,0002113004368,OUNCE
lucerne_yogurt_tubs,Lucerne yogurt tubs,Lucerne yogurt 32 oz 32 oz tubs,price_tracker_baseline,1,Lucerne Yogurt Lowfat Vanilla Flavored - 32 Oz,2.99,136300258,0002113007740,OUNCE
lucerne_yogurt_tubs,Lucerne yogurt tubs,Lucerne yogurt 32 oz 32 oz tubs,price_tracker_baseline,2,Lucerne Yogurt Whole Milk - 32 Oz,2.99,960237982,0002113007964,OUNCE
lucerne_yogurt_tubs,Lucerne yogurt tubs,Lucerne yogurt 32 oz 32 oz tubs,price_tracker_baseline,3,Lucerne Yogurt Fat Free Plain - 32 Oz,2.99,136300304,0002113007397,OUNCE
lucerne_yogurt_tubs,Lucerne yogurt tubs,Lucerne yogurt 32 oz 32 oz tubs,price_tracker_baseline,4,Yoplait Original Yogurt Low Fat Smooth Style Strawberry Flavored - 2 Lb,4.49,960141091,0007047000430,OUNCE
lucerne_yogurt_tubs,Lucerne yogurt tubs,Lucerne yogurt 32 oz 32 oz tubs,price_tracker_baseline,5,Oikos Triple Zero Vanilla High Protein Nonfat Greek Yogurt Tub - 32 Oz,6.99,960142682,0003663201944,OUNCE
mangoes_each,Mangoes,mango,price_tracker_baseline,1,Popwell Tropical Mango - 12 Fl. Oz.,1.79,971196352,0001657195966,FL.OZ
mangoes_each,Mangoes,mango,price_tracker_baseline,2,Large Mango,1.5,184150286,0048415028601,EACH
mangoes_each,Mangoes,mango,price_tracker_baseline,3,Honey Mango,0.79,960005157,0048415028201,EACH
mangoes_each,Mangoes,mango,price_tracker_baseline,4,Fresh Cut Mango Bowl - 20 Oz,12.99,960131344,0024200200000,EACH
mangoes_each,Mangoes,mango,price_tracker_baseline,5,Small Mango,1.5,184150300,0048415030001,EACH
nabisco_snack_crackers,Nabisco snack crackers,Wheat Thins 3.5-9.1 oz boxes/bags,price_tracker_baseline,1,Signature SELECT Cereal Shredded Wheat Bite-Sized - 16.4 Oz,3.49,960012561,0002113028086,OUNCE
nabisco_snack_crackers,Nabisco snack crackers,Wheat Thins 3.5-9.1 oz boxes/bags,price_tracker_baseline,2,Wheat Thins Snacks Big 100% Whole Grain - 8 Oz,3.99,102020020,0004400000878,OUNCE
nabisco_snack_crackers,Nabisco snack crackers,Wheat Thins 3.5-9.1 oz boxes/bags,price_tracker_baseline,3,Signature SELECT Cereal Frosted Shredded Wheat Bite-Size - 18 Oz,3.49,960013845,0002113028153,OUNCE
nabisco_snack_crackers,Nabisco snack crackers,Wheat Thins 3.5-9.1 oz boxes/bags,price_tracker_baseline,4,Wheat Thins Original Whole Grain Wheat Crackers - 8.5 Oz,3.99,970065224,0004400006923,OUNCE
nabisco_snack_crackers,Nabisco snack crackers,Wheat Thins 3.5-9.1 oz boxes/bags,price_tracker_baseline,5,Wheat Thins Reduced Fat Whole Grain Wheat Crackers - 8 Oz,3.99,970065140,0004400006925,OUNCE
nectarines_per_lb,Nectarines,yellow nectarines,price_tracker_baseline,1,Yellow Nectarine,1.2,184140162,0048414024702,LB
nectarines_per_lb,Nectarines,yellow nectarines,price_tracker_baseline,2,Organic Yellow Nectarine,1.6,184700086,0048470020101,LB
nectarines_per_lb,Nectarines,yellow nectarines,price_tracker_baseline,3,Signature SELECT/FARMS Nectarines - 2 Lb,5.99,970313354,0002113017132,LB
nectarines_per_lb,Nectarines,yellow nectarines,price_tracker_baseline,4,Organic Yellow Peach,2.0,184700391,0048470110201,LB
nectarines_per_lb,Nectarines,yellow nectarines,price_tracker_baseline,5,Yellow Peach,1.5,184140090,0048414025103,LB
peaches_per_lb,Peaches,yellow peaches,price_tracker_baseline,1,Yellow Peach,1.5,184140090,0048414025103,LB
peaches_per_lb,Peaches,yellow peaches,price_tracker_baseline,2,Organic Yellow Peach,2.0,184700391,0048470110201,LB
peaches_per_lb,Peaches,yellow peaches,price_tracker_baseline,3,Signature SELECT/FARMS Peaches - 2 Lb,5.99,970313318,0002113017131,LB
